content,cleaned_content,reviewId,userName,userImage,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name
Best Mobile Banking app Ever by a mile,best mobile banking app ever by a mile,5f2aafa9-0c67-4c40-b236-f814a72afeb0,Onipede Peace Temitope,https://play-lh.googleusercontent.com/a-/ALV-UjVMr0ufcaVHn8asR4VK4i1Pe69CIomAgl93tbBOV6JLNHVPAwbR,5,0,,24/02/2026 10:18,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 10:35,,kuda
"App is too slow specially the customer service agents, always never responding to customers on time... This is so poor","app is too slow specially the customer service agents, always never responding to customers on time... this is so poor",e0033a56-98bb-4c39-b1ac-190bd5ef2200,VICTORIA OLIMA,https://play-lh.googleusercontent.com/a/ACg8ocLUYBj86mMi1NHuLC6Mu1pBQN5fgWHNjN58_uuMYBlWywYq0Q=mo,1,0,2.00412,24/02/2026 10:09,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 10:15,2.00412,kuda
good application,good application,cab88b3b-d730-4215-bfdb-bf1d1a1c56bd,Bright Good,https://play-lh.googleusercontent.com/a/ACg8ocId9yXSe7OcCW7aOYoILsMXY-cTScnZt6kfc3vLcA7Eh9iRzQ=mo,5,0,,24/02/2026 9:58,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 10:15,,kuda
Great App. Fast and efficient,great app. fast and efficient,db1063be-aab2-4454-b294-2e1cc977c260,Azeez Lekan,https://play-lh.googleusercontent.com/a/ACg8ocJsdAo4IR8eoDC6e9tT8SkTY2aKbNBCoUhGScoZ70Z8IxIRcg=mo,5,0,2.00412,24/02/2026 9:55,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 10:15,2.00412,kuda
I love Kuda for their great and effective services,i love kuda for their great and effective services,58fdb056-fa36-42d7-8e04-598a6e9dee53,Ogunleye Taiwo,https://play-lh.googleusercontent.com/a-/ALV-UjVImV-5PZeneXB9PGy7ukESq4gyJvVuDhYuMwkm8iwoxuHnnUqC,5,0,2.00412,24/02/2026 9:46,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 9:55,2.00412,kuda
wow I'm so happy to have kuda bank account so far so good day are the Boss,wow i'm so happy to have kuda bank account so far so good day are the boss,8e61eb3a-08c0-44b9-b9ed-fec262f1ce6b,OLAOYE IDOWU,https://play-lh.googleusercontent.com/a/ACg8ocI6H4k743FGOuSufpzz4R9J3qaVAiziE33a-F_8ng_QnETsPg=mo,5,0,2.00412,24/02/2026 8:41,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 8:55,2.00412,kuda
"superb app! I like the opportunity of easy loan, it's a life saver","superb app i like the opportunity of easy loan, it's a life saver",e454aef7-81b9-47fa-8bba-5d27e9aa7988,Babatunde Jimoh,https://play-lh.googleusercontent.com/a-/ALV-UjWxpzc_LM1BdcA6RGEXvLg64QK4h2Vx_PMP0xU7KUmEO-3zSgTm,4,0,2.00412,24/02/2026 8:29,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 8:35,2.00412,kuda
I love using kuda,i love using kuda,ad1f6fc7-6a7c-473e-a876-3d194be3f26d,Samuel Kayode,https://play-lh.googleusercontent.com/a/ACg8ocKPwiXXLDfmojR7QKxYDmp1OJ94rshfpbQ7kX9Blnu8z9OM5A=mo,5,0,,24/02/2026 8:26,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 8:35,,kuda
Superbly efficient app 👍🏽 👍🏽 👍🏽,superbly efficient app,2af85b9c-61b2-4fef-ae3e-6277d3bb4a1a,Olayinka Kareem,https://play-lh.googleusercontent.com/a-/ALV-UjUi1u5X8fj_tob04Y1CSPYyZZJVf9UNn1_d_-RtZWp9fb-fY6kN,4,0,2.00412,24/02/2026 8:11,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 8:15,2.00412,kuda
"Amazing app , rectify issues without delay","amazing app , rectify issues without delay",88666125-b6b4-498d-b262-258eb3c22436,Isaiah Queen uzezi,https://play-lh.googleusercontent.com/a/ACg8ocLQiiJx75dcEASezzfNdLKxsm5gfUSSypSJuWLGr9wIG7QHYQ=mo,4,0,2.00412,24/02/2026 7:33,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 7:35,2.00412,kuda
exceptional,exceptional,2b9e3d38-92a8-47e9-8051-14c03f25b44b,Sam-Diego Kolubowei,https://play-lh.googleusercontent.com/a-/ALV-UjVuS_kLrVdx8BK2NO4Oh6io3vwFvbQY7SKf3kUzEnQFq_FPICt3,4,0,2.00412,24/02/2026 6:56,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 7:15,2.00412,kuda
it's a very nice banking app choose kuda today🙏✨️,it's a very nice banking app choose kuda today,5687d0c5-8d76-4a02-a208-1395a292e367,Serena Omorogbe Uwa,https://play-lh.googleusercontent.com/a/ACg8ocITrF8gi4O2wwk8S3OPgzTtiMjjiFdvoxHDCwGE-ma5acR1QA=mo,5,0,2.0041,24/02/2026 5:38,,,2.0041,kuda
very good banking,very good banking,f25c801e-d588-4a28-95ae-3b9f58a2788a,Folashade Awoleye,https://play-lh.googleusercontent.com/a/ACg8ocKUt51K-SmMDweTwBdXu87mgx_3Gl7XXJB4PIWRd2ZXXpFYQw=mo,5,0,2.00412,24/02/2026 5:26,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 5:35,2.00412,kuda
THESE PEOPLE HAVE LOCKED MY ACCOUNT WITH FUNDS INSIDE SINCE LAST YEAR BECAUSE I FUNDED MY KUDA ACCOUNT WITH MY WEMA CARD AND HAVE REFUSED TO UNLOCK THE ACCOUNT. THEY COMMIT FRAUD WHILE MAKING PROFITS ON YOUR MONEY. YOU BETTER RUN...,these people have locked my account with funds inside since last year because i funded my kuda account with my wema card and have refused to unlock the account. they commit fraud while making profits on your money. you better run...,139ecb74-3575-4b77-ad02-afca0c74be7f,jawwad amin,https://play-lh.googleusercontent.com/a/ACg8ocLXM6NNoYBx_I8Y-FxR65g27_tSoF-zUAlKxb3A47K7_QIKAQ=mo,1,0,2.00412,24/02/2026 4:18,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 4:35,2.00412,kuda
"It is a very good banking app since when I started using it I have not been having problems with it,so I give it 5 stars","it is a very good banking app since when i started using it i have not been having problems with it,so i give it 5 stars",cc1b8d42-5213-4253-a33c-e88d3936a6ba,Modupe Esther,https://play-lh.googleusercontent.com/a/ACg8ocJf6YQhugbPI5AneaC6p7h9tnOxNljbK191St3uqfi7Wy4eCw=mo,5,0,2.00412,24/02/2026 0:40,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",24/02/2026 0:55,2.00412,kuda
Kuda is really amazing from my own experience,kuda is really amazing from my own experience,d95f8cdd-f2f2-43c0-9757-d5cbdf228683,Ishaq Abdulganiyu,https://play-lh.googleusercontent.com/a-/ALV-UjW4RakAyzpN01VZK1yR9sgIdEHhqjcY6EG8FePqimvuVLhNLbM,5,0,2.0041,23/02/2026 23:51,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",23/02/2026 23:55,2.0041,kuda
very nice now not like before,very nice now not like before,8d50103b-2e12-4ead-a8a8-7e52e37bbc3f,Anurugwo Virginus,https://play-lh.googleusercontent.com/a/ACg8ocIImwXEmLqRjQOZjzGUn3F8E-A7uYrnoLeSSJPKehVD6zCANw=mo,4,0,2.00412,23/02/2026 23:48,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",23/02/2026 23:55,2.00412,kuda
very good service,very good service,f0b0c385-43fd-4aa9-8dea-42d8ecae5b27,Aondona Donald,https://play-lh.googleusercontent.com/a-/ALV-UjUEeWL8gIdUwbMISmTX106NHZVGNKNI5_7-ygrPlEsybHy7NYe-aA,5,0,1.61.0,27/02/2026 4:01,"Hello, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.",27/02/2026 10:01,1.61.0,moniepoint
best app ever,best app ever,62a2e09f-e815-4a00-8541-c3bac3aa3cff,Eleshin Deborah,https://play-lh.googleusercontent.com/a/ACg8ocIB2VsrJLZosXJOVLDvyxzA5Qa5Jlpl_0oLy8WBV_JYYAo2Gg=mo,5,0,1.62.0,27/02/2026 1:16,"Hello Deborah, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.",27/02/2026 10:02,1.62.0,moniepoint
sharp,sharp,6b22581f-a860-43bb-a1dd-6fec535c75f9,Okoye Daniel,https://play-lh.googleusercontent.com/a-/ALV-UjUR3E9yabOsg8RQAQK3o9lPeWmS-6j3OeWvgGU6c69DuF0aeAc,5,0,,27/02/2026 1:10,"Hello Daniel, Thanks for taking out time to rate us. It really helps us to keep going and delivering the best.",27/02/2026 10:02,,moniepoint
am excited,am excited,a521259c-b5a4-4b3e-a51e-5d27a44b40fb,Obayomi abiodun Jacob,https://play-lh.googleusercontent.com/a/ACg8ocLCJzinG-FfkpzWfNWGwjEpdvOZLQ8apbNoj_AusRmI90PcbA=mo,5,0,,27/02/2026 1:05,"Hello Abiodun, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.",27/02/2026 10:02,,moniepoint
am enjoying my personal account moneipoint,am enjoying my personal account moneipoint,b8da3c3e-9398-43ff-9265-f460594471fe,ASHIR ALHAJI YUSUF,https://play-lh.googleusercontent.com/a-/ALV-UjWS5zhne_rXmUUK5JvG0Dl3k1zrb_3StF5Wu_gCU9QBTyJXwzO0,5,0,1.61.0,27/02/2026 1:01,"Hello, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.",27/02/2026 10:03,1.61.0,moniepoint
I love using monie point is very fast bank no network is holding so easy to do transaction I love who open this bank because is very gorgeous more than that,i love using monie point is very fast bank no network is holding so easy to do transaction i love who open this bank because is very gorgeous more than that,0a474d53-40f5-45b4-bda4-5965633b2bf9,Okunola Fawas,https://play-lh.googleusercontent.com/a/ACg8ocJzI8N305U5D5EkYprjoDb0O746HydsqAOOZsQfrAQ2o7Q5cA=mo,5,0,,27/02/2026 0:50,"Hello, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.",27/02/2026 10:03,,moniepoint
sweet transaction 😁,sweet transaction,44e74bce-acff-4611-85ec-a05f460ae62d,Babagana Ismail,https://play-lh.googleusercontent.com/a-/ALV-UjVMdctFS0ans8jbH1hjR-EwIRYeGwJOMhpGAXRA5uecX1o3FBQ,5,0,1.61.0,27/02/2026 0:17,"Hi Ismail, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",27/02/2026 10:05,1.61.0,moniepoint
was glad 😊 I really enjoy it because it was faster and very understanding beneficials to receive,was glad i really enjoy it because it was faster and very understanding beneficials to receive,5cb0dbb3-fc39-4569-a25e-dd540b523a51,Aissi Francis,https://play-lh.googleusercontent.com/a-/ALV-UjVG5Z6-jBHBzHSM8tVRAfiZyJiJBKrwh1o2wFvP_BDfXP9HYeAxSw,1,0,1.62.0,27/02/2026 0:10,"Hello Francis, if you’re enjoying the app, we would truly appreciate a 5-star rating. Your support means a lot to us and encourages us to keep improving. Thank you!",27/02/2026 10:08,1.62.0,moniepoint
good app bad network,good app bad network,8ac5ac13-919b-4751-bc47-05c97d451802,Bamgboye Damilola,https://play-lh.googleusercontent.com/a/ACg8ocLhOszdJg-9q58uNCMjLuL1xJbCSM4miX3LAxpM_BG2nQ1Jlw=mo,1,0,1.44.0,27/02/2026 0:08,"Hi Damilola, Thank you for your kind words. We’re delighted to hear you’re enjoying the app and our support. We truly appreciate your trust and look forward to serving you even better.",27/02/2026 10:17,1.44.0,moniepoint
pls add loan,pls add loan,3d0da5a2-e686-4121-9a5e-9505f999df9d,Toheeb Yunus,https://play-lh.googleusercontent.com/a/ACg8ocKjOT3UZrHlDUyiyPnTMFbjPG-wStXqLlRUXZfZ_e1PGDxB5w=mo,5,1,1.62.0,27/02/2026 0:04,"Hi Toheeb, We're continually working to improve and expand our services, including loan access. We appreciate your feedback and remain committed to providing better financial solutions for you. Thank you for choosing Moniepoint!",27/02/2026 10:19,1.62.0,moniepoint
"Great experience so far, but could u make the face capture process a lot easier","great experience so far, but could u make the face capture process a lot easier",ca4f94fa-35fb-414f-8eea-c4ca03728bc5,Michael E. Okoroafor,https://play-lh.googleusercontent.com/a/ACg8ocJV43TBTNBKmT-NjpWMybePaHQJPs8SaxT2m_kqVrqBP6WTPw=mo,4,0,,26/02/2026 23:47,"Hello Michael, We’re glad you’re having a great experience. Thank you for the suggestion. We understand that the face capture process can sometimes feel difficult. Your feedback has been noted and shared with the team to help make verification smoother and more user-friendly in future updates.",27/02/2026 10:20,,moniepoint
the best bank app ever,the best bank app ever,bad34e01-61ba-4da8-bbb2-401827047282,Tikpe Monday,https://play-lh.googleusercontent.com/a-/ALV-UjUW5M73FOWv1yd6S3vRKUAGAncOaqYRZ1FJTsCDYl1VIVrpCKb7,3,0,1.55.0,26/02/2026 23:11,"Hello Monday, if you’re enjoying the app, we would truly appreciate a 5-star rating. Your support means a lot to us and encourages us to keep improving. Thank you!",27/02/2026 10:07,1.55.0,moniepoint
Incredibly fast,incredibly fast,8d26f00f-72c7-453e-b7e6-a78875e1c727,Abdul Azeez,https://play-lh.googleusercontent.com/a/ACg8ocJM84uWwoVBUNuG-fZG_IBlC-jVMtjNUnYEVeNk1HLjZt6JaA=mo,5,0,1.61.0,26/02/2026 23:02,"Hi Abdul, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",27/02/2026 10:05,1.61.0,moniepoint
moniepoint a very nice app,moniepoint a very nice app,00ded5ee-a029-4b71-a45e-2c02662b3e7c,David Mark,https://play-lh.googleusercontent.com/a/ACg8ocJBaTB1gSRBMJVskhy8KVnZdpiua8NOp27e1U0QJqL8OKnMxQ=mo,5,0,1.62.0,26/02/2026 23:00,"Hello, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",27/02/2026 10:05,1.62.0,moniepoint
because is fast and reliable and,because is fast and reliable and,8772e5eb-e9de-4d3f-8856-aef901fae680,Samuel Adebari,https://play-lh.googleusercontent.com/a/ACg8ocIJvCEToRcICmqXMn3SnZRZ42e2_FEKMWq5ACZLnSgK0q7FCA=mo,5,0,,26/02/2026 22:42,"Hello,Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",27/02/2026 10:22,,moniepoint
I appreciate yusing this app,i appreciate yusing this app,31ddeb12-4055-4e7a-8c7b-fd20415787a1,Kamal Musa,https://play-lh.googleusercontent.com/a-/ALV-UjVwM0NLQsbGYV30hY0RViJZeOfsIBi_opho6p--4i_Hw6f2aHs,1,0,1.61.0,26/02/2026 22:15,"Hello Musa, if you’re enjoying the app, we would truly appreciate a 5-star rating. Your support means a lot to us and encourages us to keep improving. Thank you!",27/02/2026 10:23,1.61.0,moniepoint
very fast and good 👍,very fast and good,ffcf543a-d0d5-44b9-b145-b2711c67b054,Sunday Bright,https://play-lh.googleusercontent.com/a-/ALV-UjUQwq3HFMbyEEbmzj8u1Hp0N9QyvDcwG3zC4y1ZoKUTvl4i_DrK,5,0,1.62.0,26/02/2026 22:00,"Hello Sunday, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",27/02/2026 10:22,1.62.0,moniepoint
good and great,good and great,db0d53b5-459b-48f1-b358-e02bf8d34b3d,MUSA JAMILU ZAKARI,https://play-lh.googleusercontent.com/a-/ALV-UjUn6uQAd33oG652OJ-bSQ17C3zbndFeESgMNn0eSZQSbjJlPKg,5,0,1.61.0,26/02/2026 21:55,"Hello Musa, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",27/02/2026 10:21,1.61.0,moniepoint
you are doing good,you are doing good,91a73618-366b-415c-86fb-180c257e2712,Jenny Omini,https://play-lh.googleusercontent.com/a-/ALV-UjUhDZe7UUNHRjd2Ot2w247Xjn69KhLOOQdsqNtDCotNYLS9rcG3,5,0,1.62.0,26/02/2026 21:53,"Hello Jenny, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",27/02/2026 10:21,1.62.0,moniepoint
Money,money,889e7ff9-67c1-46c8-920d-7f128bcf0767,Sirajo Umar Muhammad,https://play-lh.googleusercontent.com/a-/ALV-UjUk799twLB2db3QYWB5VckBgtnNLg91qX_bxrU2MCtpb7lvL_M,5,0,1.47.0,26/02/2026 21:42,"Hello, Thank you so much for your encouraging star ratings! Do have a great day.",27/02/2026 10:21,1.47.0,moniepoint
bestyyy,best,888ac793-3b08-47e4-8548-84f51c663e72,Abdulrahman Harun,https://play-lh.googleusercontent.com/a/ACg8ocIebadYlTukLdOtnIONuek4aMGYQ9wZmqfY7DX6gKjKZqVm5g=mo,5,0,1.61.0,26/02/2026 21:41,"Hello, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",27/02/2026 10:21,1.61.0,moniepoint
dear moniepoint I can upgrade my account and I can't login why please do something,dear moniepoint i can upgrade my account and i can't login why please do something,d23d7c38-d6b2-4ae3-912c-53effba50f47,Aminu Suwaybah,https://play-lh.googleusercontent.com/a/ACg8ocKe1livsmz06oBSAYTyy7pRt4ZldZa-y56L-6oTny7VGA_qow=mo,1,0,,26/02/2026 21:13,"Hi Aminu, Sorry to hear that you're having trouble logging in to your account. Please ensure you're using the correct login credentials (username and password), check that your internet connection is stable and try resetting your password by clicking 'Forgot Password' on the login page. This should help. Thank you for choosing Moniepoint.",27/02/2026 10:26,,moniepoint
um Moniepiont is a fast and reliable account to create. the reason is because of the savings but the ten naira charge is what I don't like,um moniepiont is a fast and reliable account to create. the reason is because of the savings but the ten naira charge is what i don't like,3f267a3f-50b9-4431-a8af-733b960673f4,Joshua Chidi,https://play-lh.googleusercontent.com/a-/ALV-UjWfw0VdkShh2poEb1gudj0q4Kbpfg-51pKVyVb_wBU6ZFsokbY,3,1,1.62.0,26/02/2026 21:06,"Hi Joshua, We appreciate your feedback! The fee is an operational charge applied by regulatory requirements and to help maintain seamless service. Thank you for understanding.",27/02/2026 10:34,1.62.0,moniepoint
Good to go,good to go,baac2357-7b58-453d-848b-52c6ec9e9c21,Isuwa Yusuf,https://play-lh.googleusercontent.com/a-/ALV-UjWJLWAkGKL4c-USECHUpPoLDQj5PGE9SUPR7cLlBfWFE5rkR2oc,5,0,1.62.0,26/02/2026 20:45,"Hello Yusuf, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",26/02/2026 21:47,1.62.0,moniepoint
it is so covinient for people to send money,it is so covinient for people to send money,d833aa2f-0de2-40c7-999a-75ee282d5393,Latifat Abdulwakili,https://play-lh.googleusercontent.com/a/ACg8ocLfsZf6Da46lM4JHbaBllc-vlfuU0tqDRg411iip1LRAYRuBg=mo,5,0,,26/02/2026 20:34,"Hello Latifat, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",26/02/2026 21:47,,moniepoint
nice app for business 👌,nice app for business,84f396de-25a9-45ca-8aef-f4221e96f763,Jeen Boo,https://play-lh.googleusercontent.com/a/ACg8ocKUWdKxWiFFAYnBFU0QwTVKUeKIbWQphbm4mW3Oh4jo2hgZQQ=mo,5,0,1.62.0,26/02/2026 20:32,"Hello Jeen, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",26/02/2026 21:50,1.62.0,moniepoint
interesting,interesting,f2701987-2760-4147-a07e-04ed0ed618d8,Anichris Ekpenyong,https://play-lh.googleusercontent.com/a-/ALV-UjWwxYv65jP5LgSXXrbFGkkpOSit9KBsI0opL4CKCdbIFGXleA,5,0,1.56.0,26/02/2026 20:22,"Hello Ekpenyong, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",26/02/2026 21:47,1.56.0,moniepoint
"this bank app is very bad that it just disappear from and someone mistakenly send 4,000 to my account and how can I get the money back","this bank app is very bad that it just disappear from and someone mistakenly send 4,000 to my account and how can i get the money back",48955a26-e2e2-44ab-a9c6-f8525cf734e2,Abosede Obatuga,https://play-lh.googleusercontent.com/a/ACg8ocKT80qSqwHkT9O0MeCSVxYoRHswJkkjrb1s5rQnQgGFEwS8Hw=mo,5,0,,26/02/2026 20:12,"Hello, Please ensure you download the correct Moniepoint app either Personal or Business, depending on the account type initially opened.
After installing, log in using your registered phone number and password to access your funds. If you still have issues, kindly share the transaction details with support@moniepoint.com for further assistance.",27/02/2026 10:34,,moniepoint
A VERY GOOD APP TO TRANSFER MONEY,a very good app to transfer money,9ea5842c-0be7-40f4-b7b4-4800b96e875c,Samuel Mike,https://play-lh.googleusercontent.com/a/ACg8ocLQdDBh3y3kkC74PG6nCOAUCsTNFP986G6KBFaz95w_aB7tXA=mo,5,0,,26/02/2026 20:00,"Hello Mike, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",26/02/2026 21:48,,moniepoint
it was awesome and great moniepoint is the best,it was awesome and great moniepoint is the best,b6b8ba06-ca2c-4818-9366-4748693c9d73,AUSTINE CHILAKA,https://play-lh.googleusercontent.com/a/ACg8ocK_VOF9Vh8QgmwPW7t3RAc1YPlE138TeHMleTeGHQ6pRRa17A=mo,5,0,1.62.0,26/02/2026 19:40,"Hello, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.",26/02/2026 22:43,1.62.0,moniepoint
I need to send big money to my bank account,i need to send big money to my bank account,1b5e4a7d-8b3c-4833-8e23-477debd7bd91,Yusuf Jibrin,https://play-lh.googleusercontent.com/a-/ALV-UjUAXVyGMQtv67zplHgNME4pRgcm1LECjUA2vpslLNw8zSuAyQMO,5,0,,26/02/2026 19:27,"Hello Yusuf, If you need to send a large amount, ensure your account tier supports higher limits and your KYC is complete. Check your transfer limits in the app settings. If you’re restricted or still unable to send, contact Moniepoint support to review your account and assist you.",26/02/2026 22:49,,moniepoint
is very good but why cutting 10naira,is very good but why cutting 10naira,9d840cb2-af16-47c9-9c01-625820e58d9b,Favour Kingsley,https://play-lh.googleusercontent.com/a/ACg8ocIKaVJqFhUjUYOpx2rPr8m9F-0kWX2gthdrdCoy2WajvM2grA=mo,5,0,1.62.0,26/02/2026 19:09,"Hi, We appreciate your feedback! The fee is an operational charge applied by regulatory requirements and to help maintain seamless service. Thank you for understanding.",26/02/2026 22:46,1.62.0,moniepoint
"I like this Banking app, it's great. But could you guys please bring back the ""locked savings"" feature under the savings category? It really made sure I couldn't touch money I planned to save no matter what. For some reason, it's not available anymore. Please bring it back. Thank you 🙏","i like this banking app, it's great. but could you guys please bring back the ""locked savings"" feature under the savings category? it really made sure i couldn't touch money i planned to save no matter what. for some reason, it's not available anymore. please bring it back. thank you",db61607d-e8d0-4dc2-817f-0fb52ced691d,Michael Duruaku,https://play-lh.googleusercontent.com/a/ACg8ocLeAoBfuOxqKZI1ujpPDTFRwP4iGRv33TSKnsSAN3pH1sIOwQ=mo,4,0,,26/02/2026 18:51,"Hello, We’re glad you like the app. Thank you for sharing this thoughtful feedback. We understand how helpful the “Locked Savings” feature was in keeping your savings disciplined and untouchable. Your request has been noted and shared with the team for consideration in future updates.",26/02/2026 22:49,,moniepoint
Good and fast,good and fast,62ba5162-7014-410c-810c-e413aaba4377,Abubakar Sadeeq,https://play-lh.googleusercontent.com/a/ACg8ocKC6M949drKj9py9lAjiEVcXuAhooUMrz2sn1z13cAB36yVVQ=mo,5,0,1.62.0,26/02/2026 18:18,"Hello, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.",26/02/2026 22:44,1.62.0,moniepoint
this app is absolutely good,this app is absolutely good,aa673655-4de5-4568-95fa-756adc5a19e0,Aaron Patrick,https://play-lh.googleusercontent.com/a-/ALV-UjW_3_sh7DWqBZ7ksb6psBLGIFffqPJ3131fz9oy8EytKm2-ryY,5,0,1.60.0,26/02/2026 17:53,"Hello, Thank you very much for your 5-star review! Your feedback means a lot and keeps us motivated to do even better!",26/02/2026 22:50,1.60.0,moniepoint
why is it taking a long time to download,why is it taking a long time to download,901e743d-f85f-428c-a387-a5255e286a1b,Abigail Theophilus,https://play-lh.googleusercontent.com/a/ACg8ocJPBJLPe3mrIJPSiMUuN5za66up6bYmomeaiAd1FoRH8_JpKg=mo,1,0,1.62.0,26/02/2026 17:35,"Hi Abigail, We’re sorry for the delay. Slow downloads may be due to a weak internet connection, low storage space, Play Store issues, or phone software needing an update.
Please switch to a stronger network, free up storage, restart your phone, and try again.",26/02/2026 22:53,1.62.0,moniepoint
"The moniepoint banking app has helped me a lot, it's fast and reliable","the moniepoint banking app has helped me a lot, it's fast and reliable",d7892682-ebb3-4d8a-9342-613282e11355,Ahamefula Solomon,https://play-lh.googleusercontent.com/a/ACg8ocLEFYv9bB_6GaFMfdPp5HNeaGeVq_Kn03gZUq3N-43oZMUDBA=mo,5,0,1.59.0,26/02/2026 17:35,"Hello, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.",26/02/2026 22:54,1.59.0,moniepoint
"moniepoint is one of the best bank so far, l just withdrew my Cashback and immediately l got creditef","moniepoint is one of the best bank so far, l just withdrew my cashback and immediately l got creditef",49091b35-1ce8-4ea5-bd84-ec16c9f2136a,Favour Alison,https://play-lh.googleusercontent.com/a-/ALV-UjXaxj0cQBzfAWJGgqA2topbSnC-mBvLLzzJr1htpEtupdb1Lbs,5,0,1.61.0,26/02/2026 17:28,"Hello, Thank you very much for your 5-star review! Your feedback means a lot and keeps us motivated to do even better!",26/02/2026 22:50,1.61.0,moniepoint
best of all best moniepoit for live 💯👌,best of all best moniepoit for live,c6440aa0-f005-4f3a-8d74-ae5517140e1c,Karina Miller,https://play-lh.googleusercontent.com/a/ACg8ocLLbHI2QSM93Pu5L7Jfii6bEvImIeucRLJ29IuzFaaeu4Ei8g=mo,5,0,1.61.0,26/02/2026 17:12,"Hello, Thank you very much for your 5-star review! Your feedback means a lot and keeps us motivated to do even better!",26/02/2026 22:50,1.61.0,moniepoint
it's feel good,it's feel good,d745d22d-8a2f-41ff-a1f5-daf80b878e08,Aondoaseer Benjamin iorpuu,https://play-lh.googleusercontent.com/a-/ALV-UjXhRCsy_IwcEBXavGOmgcyeSIBK6wknKplhK3WMjbvQBGCQzi0,5,0,1.58.0,26/02/2026 17:12,"Hello, Thank you very much for your 5-star review! Your feedback means a lot and keeps us motivated to do even better!",26/02/2026 22:50,1.58.0,moniepoint
difecult,difficult,bc0336a2-e94a-4511-92a6-ba8dca8254b7,Muhammad Musayau,https://play-lh.googleusercontent.com/a-/ALV-UjWmzUYwThxY8JC02yOYw9khRU7dubE7oNWiKm30rtsl2QfCGzs,4,0,,26/02/2026 17:06,"Hello, we’re truly sorry to hear about your experience. This is not the kind of impression we want you to have of Moniepoint. Kindly share specific issues you’ve encountered via store.support@moniepoint.com so we can look into them and assist you better.",26/02/2026 22:52,,moniepoint
