"annotation_id","annotator","appVersion","app_name","at","cleaned_content","content","created_at","id","lead_time","repliedAt","replyContent","reviewCreatedVersion","reviewId","score","sentiment","thumbsUpCount","updated_at","userImage","userName"
1693,"1","2.00412","kuda","24/02/2026 16:12","great job","great job","2026-03-08T22:38:00.955569Z",795,4.478,"24/02/2026 16:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","87eb9c41-70a3-4d26-9cdf-a6e77877347b",5,"Positive",0,"2026-03-08T22:38:00.955606Z","https://play-lh.googleusercontent.com/a/ACg8ocI15j0kRUO77MjQO7KkITx9i4A-YBQNNTLz86pASzKCwI_Baw=mo","Usman Muhammed"
1694,"1","2.0041","kuda","24/02/2026 16:10","nice","nice","2026-03-08T22:38:06.865890Z",796,4.635,"24/02/2026 16:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.0041","50bf0236-bbc4-4489-928c-fc7eb2c0174f",5,"Positive",0,"2026-03-08T22:38:06.865924Z","https://play-lh.googleusercontent.com/a/ACg8ocJLbF8D00cEzBLX8X7s-71j-HrKP7hG_7QII7UmStOPRYl6kQ=mo","David Mathias"
1695,"1","2.00412","kuda","24/02/2026 15:42","network issues on sending money","network issues on sending money ðŸ‘Ž","2026-03-08T22:38:14.861809Z",797,6.661,"24/02/2026 15:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","bb542c54-d6ed-4c3e-a94c-0d8b3e971448",1,"Negative",0,"2026-03-08T22:38:14.861835Z","https://play-lh.googleusercontent.com/a-/ALV-UjVjH8yc_zoDE1ngEDDsJdzuTLXwiOmrsENdS7V2vPQ2tXYKBvY","Eden Terwase"
1696,"1","","kuda","24/02/2026 15:38","excellent performance","excellent performance","2026-03-08T22:38:21.575290Z",798,5.313,"24/02/2026 15:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","","f55e3ba3-b0c6-41a9-9aaa-0e0df4fe183b",5,"Positive",0,"2026-03-08T22:38:21.575310Z","https://play-lh.googleusercontent.com/a/ACg8ocL1XxkB4e5ie0fX0O-5sE5j-ZGqWK4rn4DdqgDj_sYQ17tlxw=mo","Audu Bashir Baba"
1697,"1","2.00412","kuda","24/02/2026 15:37","very fast and easy","very fast and easy","2026-03-08T22:38:28.640350Z",799,5.895,"24/02/2026 15:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","7f9202e8-3ea7-4310-b213-7169fe8baa4f",5,"Positive",0,"2026-03-08T22:38:28.640375Z","https://play-lh.googleusercontent.com/a/ACg8ocJb257XTrthZHiy91vQkoiayeM6LG8R7uy8hTRqZSkNPwvKaA=mo","Benin Boy7"
1698,"1","2.0041","kuda","24/02/2026 15:33","this makes transactions easier without compromising the financial security","This makes transactions easier without compromising the financial security","2026-03-08T22:38:41.550012Z",800,11.961,"24/02/2026 15:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.0041","fb01b75d-f0b0-4d7d-b7ab-273618615ecb",5,"Positive",0,"2026-03-08T22:38:41.550029Z","https://play-lh.googleusercontent.com/a-/ALV-UjU1eChEvwmroBzNqDswrMiIuhP5GYm37uiT1-KEOrk09EwdauQq8Q","Abu Twufayl"
1699,"1","2.0041","kuda","24/02/2026 15:15","so fast no payment delay","so fast no payment delay","2026-03-08T22:38:48.758945Z",801,6.146,"24/02/2026 15:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.0041","60ca9531-4bfc-49fe-a1d0-657ead352446",5,"Positive",0,"2026-03-08T22:38:48.758960Z","https://play-lh.googleusercontent.com/a-/ALV-UjUOkWV35JFqKtSwE-g9Lemj-jNzGTFKAsFVYpr8vGLlynlzBpo","Okechukwu John"
1700,"1","2.00403","kuda","24/02/2026 14:29","kuda is reliable very easy","kuda is reliable very easy","2026-03-08T22:38:56.484457Z",802,6.76,"24/02/2026 14:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00403","4cdddc59-301e-444d-ac46-fe26433b99ad",1,"Positive",0,"2026-03-08T22:38:56.484471Z","https://play-lh.googleusercontent.com/a/ACg8ocJ2kjjw31FHDxrqeFY09Bz-FCGE6dZIjhHJcfofvk6BLJvshA=mo","Ugbe Joseph Chukwutem"
1701,"1","2.00412","kuda","24/02/2026 14:23","i love this online bank it is the best","I love this online bank it is the best","2026-03-08T22:39:15.557410Z",803,18.086,"24/02/2026 14:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","c94198ac-c007-4dff-a6b9-f13f8de77baa",5,"Positive",0,"2026-03-08T22:39:15.557431Z","https://play-lh.googleusercontent.com/a-/ALV-UjWDEUTmsJBwO8DqynITIUlsfYTR1_25ZqSuUDXPzYMURe0TVxU","Rashidat Adekunle"
1702,"1","2.0041","kuda","24/02/2026 13:58","it was great","It was great","2026-03-08T22:39:21.834125Z",804,5.361,"24/02/2026 14:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.0041","72e6fbee-0eb2-4e6d-ad04-32880a649898",5,"Positive",0,"2026-03-08T22:39:21.834147Z","https://play-lh.googleusercontent.com/a/ACg8ocLn2fVcGBFiOWgSJ4eXe7dNMQPrlOaP240oCYLi59bya9wuaw=mo","Ble Fumi"
1703,"1","","kuda","24/02/2026 13:49","kuda is the best","Kuda is the best","2026-03-08T22:39:27.394316Z",805,4.531,"24/02/2026 13:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","","5370a027-91e2-4a3a-8480-c2a4760ef551",3,"Positive",0,"2026-03-08T22:39:27.394332Z","https://play-lh.googleusercontent.com/a/ACg8ocIo2Q5cIjXo2hC-jU7Fz0LYEoylez8StcRWMBRZLiRUIn6JHA=mo","Usama Destiny"
1704,"1","2.0041","kuda","24/02/2026 12:49","my favorite bank since 2017. excellent.","My favorite bank since 2017. Excellent.","2026-03-08T22:39:34.033680Z",806,5.719,"24/02/2026 12:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.0041","8ba07869-2b25-449a-97ea-ecb352335511",5,"Positive",0,"2026-03-08T22:39:34.033706Z","https://play-lh.googleusercontent.com/a-/ALV-UjUDFPgCqOriTFo51aZR94mzKLn9ZPjcY9LJyIDx843Z7Qt8PiNd","Ibrahim Harfez"
1705,"1","2.00412","kuda","24/02/2026 12:39","i'm brushing it's so nice","I'm brushing â˜ºï¸ it's so nice","2026-03-08T22:39:41.868860Z",807,6.653,"24/02/2026 12:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","6d2af326-bb50-4589-81fb-f108b95a2f00",5,"Positive",0,"2026-03-08T22:39:41.868887Z","https://play-lh.googleusercontent.com/a/ACg8ocLQCIZ60vSdMEQkBoJYcxE6_KYUYoGzRYk8vIV9DjMMn0K2zg=mo","DUTCH MAN"
1706,"1","2.00412","kuda","24/02/2026 12:14","this is excellent and fast","this is excellent and fast","2026-03-08T22:39:49.188175Z",808,6.179,"24/02/2026 12:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","713b1587-e2df-40b1-916a-af9d2929df12",5,"Positive",0,"2026-03-08T22:39:49.188198Z","https://play-lh.googleusercontent.com/a/ACg8ocL82WFlB-Q60e6DNEYe4RSFxnu05ZWHzVKDyz35WMkUblS0rg=mo","Azubuike Emmanuel"
1707,"1","","kuda","24/02/2026 11:45","remarkable","remarkable","2026-03-08T22:39:54.561350Z",809,4.008,"24/02/2026 11:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","","8e2a5696-4104-488b-b7ff-3615e5aae977",5,"Positive",0,"2026-03-08T22:39:54.561386Z","https://play-lh.googleusercontent.com/a/ACg8ocL0rB2w-Qnv_T1MadyL-c2UIo1pUIK79I6Lrw44k6hfPrWYqg=mo","Temidayo Awoyemi"
1708,"1","","kuda","24/02/2026 11:21","so good and reliable they will help u to meet ur goal,i so much love dem,truth worthy ,smart ,fast","so good and reliable they will help u to meet ur goal,I so much love Dem,truth worthy ,smart ,fast","2026-03-08T22:40:08.144828Z",810,11.825,"24/02/2026 11:29","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","","ef84ff09-e02b-4523-af16-d50259622e81",5,"Positive",0,"2026-03-08T22:40:08.144855Z","https://play-lh.googleusercontent.com/a/ACg8ocIEXJBMzOTH1coYhxiSSGTnO-1NMXw-hXNH0phEn4UU3EMalg=mo","Akata Primacy"
1709,"1","2.00412","kuda","24/02/2026 11:02","kuda you are the best","Kuda you are the best","2026-03-08T22:40:14.465033Z",811,5.073,"24/02/2026 11:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","df717c51-f2cd-4dc0-92dc-34870e78ce1c",5,"Positive",0,"2026-03-08T22:40:14.465050Z","https://play-lh.googleusercontent.com/a/ACg8ocIAPb9JECNkyKE8fus-_DQRtSCikMjwO5hsufilkdZEoSlkgQ=mo","Precious Saheed"
1710,"1","2.00412","kuda","24/02/2026 10:29","fantastic","fantastic ðŸ˜","2026-03-08T22:40:19.854986Z",812,4.242,"24/02/2026 10:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","b3a525ef-40ba-4d3d-8795-f521565ab9d8",5,"Positive",0,"2026-03-08T22:40:19.855030Z","https://play-lh.googleusercontent.com/a/ACg8ocJXISmLyNomk5nIgA7mYY9hKZ8nvv6-9UQo9-ZW6u1d7QhB-g=mo","Oseni Ibrahim"
1711,"1","2.00412","kuda","24/02/2026 10:21","god bless kuda for the security","God bless kuda for the security","2026-03-08T22:40:30.359241Z",813,9.426,"24/02/2026 10:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","b3c427fc-3875-45a8-9d07-53452e421a54",5,"Positive",0,"2026-03-08T22:40:30.359266Z","https://play-lh.googleusercontent.com/a/ACg8ocJ8r0jnsX5EItXLZBuNQhrYDfMx4vuFUbpRpRAtU8L2gUaemg=mo","Chidiebere IHeanacho"
1712,"1","","kuda","24/02/2026 10:18","best mobile banking app ever by a mile","Best Mobile Banking app Ever by a mile","2026-03-08T22:40:39.877633Z",814,8.433,"24/02/2026 10:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","","5f2aafa9-0c67-4c40-b236-f814a72afeb0",5,"Positive",0,"2026-03-08T22:40:39.877654Z","https://play-lh.googleusercontent.com/a-/ALV-UjVMr0ufcaVHn8asR4VK4i1Pe69CIomAgl93tbBOV6JLNHVPAwbR","Onipede Peace Temitope"
1713,"1","2.00412","kuda","24/02/2026 10:09","app is too slow specially the customer service agents, always never responding to customers on time... this is so poor","App is too slow specially the customer service agents, always never responding to customers on time... This is so poor","2026-03-08T22:40:48.445612Z",815,7.506,"24/02/2026 10:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","e0033a56-98bb-4c39-b1ac-190bd5ef2200",1,"Negative",0,"2026-03-08T22:40:48.445635Z","https://play-lh.googleusercontent.com/a/ACg8ocLUYBj86mMi1NHuLC6Mu1pBQN5fgWHNjN58_uuMYBlWywYq0Q=mo","VICTORIA OLIMA"
1714,"1","","kuda","24/02/2026 9:58","good application","good application","2026-03-08T22:40:55.339756Z",816,5.64,"24/02/2026 10:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","","cab88b3b-d730-4215-bfdb-bf1d1a1c56bd",5,"Positive",0,"2026-03-08T22:40:55.339772Z","https://play-lh.googleusercontent.com/a/ACg8ocId9yXSe7OcCW7aOYoILsMXY-cTScnZt6kfc3vLcA7Eh9iRzQ=mo","Bright Good"
1715,"1","2.00412","kuda","24/02/2026 9:55","great app. fast and efficient","Great App. Fast and efficient","2026-03-08T22:41:02.392044Z",817,5.507,"24/02/2026 10:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","db1063be-aab2-4454-b294-2e1cc977c260",5,"Positive",0,"2026-03-08T22:41:02.392060Z","https://play-lh.googleusercontent.com/a/ACg8ocJsdAo4IR8eoDC6e9tT8SkTY2aKbNBCoUhGScoZ70Z8IxIRcg=mo","Azeez Lekan"
1716,"1","2.00412","kuda","24/02/2026 9:46","i love kuda for their great and effective services","I love Kuda for their great and effective services","2026-03-08T22:41:10.111283Z",818,6.31,"24/02/2026 9:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","58fdb056-fa36-42d7-8e04-598a6e9dee53",5,"Positive",0,"2026-03-08T22:41:10.111300Z","https://play-lh.googleusercontent.com/a-/ALV-UjVImV-5PZeneXB9PGy7ukESq4gyJvVuDhYuMwkm8iwoxuHnnUqC","Ogunleye Taiwo"
1717,"1","2.00412","kuda","24/02/2026 8:41","wow i'm so happy to have kuda bank account so far so good day are the boss","wow I'm so happy to have kuda bank account so far so good day are the Boss","2026-03-08T22:41:19.216940Z",819,8.307,"24/02/2026 8:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","8e61eb3a-08c0-44b9-b9ed-fec262f1ce6b",5,"Positive",0,"2026-03-08T22:41:19.216957Z","https://play-lh.googleusercontent.com/a/ACg8ocI6H4k743FGOuSufpzz4R9J3qaVAiziE33a-F_8ng_QnETsPg=mo","OLAOYE IDOWU"
1718,"1","2.00412","kuda","24/02/2026 8:29","superb app i like the opportunity of easy loan, it's a life saver","superb app! I like the opportunity of easy loan, it's a life saver","2026-03-08T22:41:28.877318Z",820,8.547,"24/02/2026 8:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","e454aef7-81b9-47fa-8bba-5d27e9aa7988",4,"Positive",0,"2026-03-08T22:41:28.877343Z","https://play-lh.googleusercontent.com/a-/ALV-UjWxpzc_LM1BdcA6RGEXvLg64QK4h2Vx_PMP0xU7KUmEO-3zSgTm","Babatunde Jimoh"
1719,"1","","kuda","24/02/2026 8:26","i love using kuda","I love using kuda","2026-03-08T22:41:35.050459Z",821,5.178,"24/02/2026 8:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","","ad1f6fc7-6a7c-473e-a876-3d194be3f26d",5,"Positive",0,"2026-03-08T22:41:35.050474Z","https://play-lh.googleusercontent.com/a/ACg8ocKPwiXXLDfmojR7QKxYDmp1OJ94rshfpbQ7kX9Blnu8z9OM5A=mo","Samuel Kayode"
1720,"1","2.00412","kuda","24/02/2026 8:11","superbly efficient app","Superbly efficient app ðŸ‘ðŸ½ ðŸ‘ðŸ½ ðŸ‘ðŸ½","2026-03-08T22:41:43.724372Z",822,7.669,"24/02/2026 8:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","2af85b9c-61b2-4fef-ae3e-6277d3bb4a1a",4,"Positive",0,"2026-03-08T22:41:43.724400Z","https://play-lh.googleusercontent.com/a-/ALV-UjUi1u5X8fj_tob04Y1CSPYyZZJVf9UNn1_d_-RtZWp9fb-fY6kN","Olayinka Kareem"
1721,"1","2.00412","kuda","24/02/2026 7:33","amazing app , rectify issues without delay","Amazing app , rectify issues without delay","2026-03-08T22:41:53.096652Z",823,8.157,"24/02/2026 7:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","88666125-b6b4-498d-b262-258eb3c22436",4,"Positive",0,"2026-03-08T22:41:53.096674Z","https://play-lh.googleusercontent.com/a/ACg8ocLQiiJx75dcEASezzfNdLKxsm5gfUSSypSJuWLGr9wIG7QHYQ=mo","Isaiah Queen uzezi"
1722,"1","2.00412","kuda","24/02/2026 6:56","exceptional","exceptional","2026-03-08T22:42:02.236473Z",824,7.829,"24/02/2026 7:15","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","2b9e3d38-92a8-47e9-8051-14c03f25b44b",4,"Positive",0,"2026-03-08T22:42:02.236493Z","https://play-lh.googleusercontent.com/a-/ALV-UjVuS_kLrVdx8BK2NO4Oh6io3vwFvbQY7SKf3kUzEnQFq_FPICt3","Sam-Diego Kolubowei"
1723,"1","2.0041","kuda","24/02/2026 5:38","it's a very nice banking app choose kuda today","it's a very nice banking app choose kuda todayðŸ™âœ¨ï¸","2026-03-08T22:42:11.792703Z",825,8.415,"","","2.0041","5687d0c5-8d76-4a02-a208-1395a292e367",5,"Positive",0,"2026-03-08T22:42:11.792751Z","https://play-lh.googleusercontent.com/a/ACg8ocITrF8gi4O2wwk8S3OPgzTtiMjjiFdvoxHDCwGE-ma5acR1QA=mo","Serena Omorogbe Uwa"
1724,"1","2.00412","kuda","24/02/2026 5:26","very good banking","very good banking","2026-03-08T22:42:19.500784Z",826,6.779,"24/02/2026 5:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","f25c801e-d588-4a28-95ae-3b9f58a2788a",5,"Positive",0,"2026-03-08T22:42:19.500800Z","https://play-lh.googleusercontent.com/a/ACg8ocKUt51K-SmMDweTwBdXu87mgx_3Gl7XXJB4PIWRd2ZXXpFYQw=mo","Folashade Awoleye"
1725,"1","2.00412","kuda","24/02/2026 4:18","these people have locked my account with funds inside since last year because i funded my kuda account with my wema card and have refused to unlock the account. they commit fraud while making profits on your money. you better run...","THESE PEOPLE HAVE LOCKED MY ACCOUNT WITH FUNDS INSIDE SINCE LAST YEAR BECAUSE I FUNDED MY KUDA ACCOUNT WITH MY WEMA CARD AND HAVE REFUSED TO UNLOCK THE ACCOUNT. THEY COMMIT FRAUD WHILE MAKING PROFITS ON YOUR MONEY. YOU BETTER RUN...","2026-03-08T22:42:47.428420Z",827,26.938,"24/02/2026 4:35","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","139ecb74-3575-4b77-ad02-afca0c74be7f",1,"Negative",0,"2026-03-08T22:42:47.428438Z","https://play-lh.googleusercontent.com/a/ACg8ocLXM6NNoYBx_I8Y-FxR65g27_tSoF-zUAlKxb3A47K7_QIKAQ=mo","jawwad amin"
1726,"1","2.00412","kuda","24/02/2026 0:40","it is a very good banking app since when i started using it i have not been having problems with it,so i give it 5 stars","It is a very good banking app since when I started using it I have not been having problems with it,so I give it 5 stars","2026-03-08T22:43:07.010238Z",828,18.364,"24/02/2026 0:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","cc1b8d42-5213-4253-a33c-e88d3936a6ba",5,"Positive",0,"2026-03-08T22:43:07.010259Z","https://play-lh.googleusercontent.com/a/ACg8ocJf6YQhugbPI5AneaC6p7h9tnOxNljbK191St3uqfi7Wy4eCw=mo","Modupe Esther"
1727,"1","2.0041","kuda","23/02/2026 23:51","kuda is really amazing from my own experience","Kuda is really amazing from my own experience","2026-03-08T22:43:14.902675Z",829,6.849,"23/02/2026 23:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.0041","d95f8cdd-f2f2-43c0-9757-d5cbdf228683",5,"Positive",0,"2026-03-08T22:43:14.902699Z","https://play-lh.googleusercontent.com/a-/ALV-UjW4RakAyzpN01VZK1yR9sgIdEHhqjcY6EG8FePqimvuVLhNLbM","Ishaq Abdulganiyu"
1728,"1","2.00412","kuda","23/02/2026 23:48","very nice now not like before","very nice now not like before","2026-03-08T22:43:25.935454Z",830,9.493,"23/02/2026 23:55","Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
Weâ€™re here to help!ðŸ’œ","2.00412","8d50103b-2e12-4ead-a8a8-7e52e37bbc3f",4,"Positive",0,"2026-03-08T22:43:25.935501Z","https://play-lh.googleusercontent.com/a/ACg8ocIImwXEmLqRjQOZjzGUn3F8E-A7uYrnoLeSSJPKehVD6zCANw=mo","Anurugwo Virginus"
1729,"1","1.61.0","moniepoint","27/02/2026 4:01","very good service","very good service","2026-03-08T22:43:31.955994Z",831,4.516,"27/02/2026 10:01","Hello, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.","1.61.0","f0b0c385-43fd-4aa9-8dea-42d8ecae5b27",5,"Positive",0,"2026-03-08T22:43:31.956017Z","https://play-lh.googleusercontent.com/a-/ALV-UjUEeWL8gIdUwbMISmTX106NHZVGNKNI5_7-ygrPlEsybHy7NYe-aA","Aondona Donald"
1730,"1","1.62.0","moniepoint","27/02/2026 1:16","best app ever","best app ever","2026-03-08T22:43:37.590690Z",832,4.432,"27/02/2026 10:02","Hello Deborah, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.","1.62.0","62a2e09f-e815-4a00-8541-c3bac3aa3cff",5,"Positive",0,"2026-03-08T22:43:37.590705Z","https://play-lh.googleusercontent.com/a/ACg8ocIB2VsrJLZosXJOVLDvyxzA5Qa5Jlpl_0oLy8WBV_JYYAo2Gg=mo","Eleshin Deborah"
1731,"1","","moniepoint","27/02/2026 1:10","sharp","sharp","2026-03-08T22:43:43.783204Z",833,4.479,"27/02/2026 10:02","Hello Daniel, Thanks for taking out time to rate us. It really helps us to keep going and delivering the best.","","6b22581f-a860-43bb-a1dd-6fec535c75f9",5,"Positive",0,"2026-03-08T22:43:43.783226Z","https://play-lh.googleusercontent.com/a-/ALV-UjUR3E9yabOsg8RQAQK3o9lPeWmS-6j3OeWvgGU6c69DuF0aeAc","Okoye Daniel"
1732,"1","","moniepoint","27/02/2026 1:05","am excited","am excited","2026-03-08T22:43:49.470231Z",834,4.407,"27/02/2026 10:02","Hello Abiodun, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.","","a521259c-b5a4-4b3e-a51e-5d27a44b40fb",5,"Positive",0,"2026-03-08T22:43:49.470244Z","https://play-lh.googleusercontent.com/a/ACg8ocLCJzinG-FfkpzWfNWGwjEpdvOZLQ8apbNoj_AusRmI90PcbA=mo","Obayomi abiodun Jacob"
1733,"1","1.61.0","moniepoint","27/02/2026 1:01","am enjoying my personal account moneipoint","am enjoying my personal account moneipoint","2026-03-08T22:43:57.706772Z",835,7.079,"27/02/2026 10:03","Hello, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.","1.61.0","b8da3c3e-9398-43ff-9265-f460594471fe",5,"Positive",0,"2026-03-08T22:43:57.706799Z","https://play-lh.googleusercontent.com/a-/ALV-UjWS5zhne_rXmUUK5JvG0Dl3k1zrb_3StF5Wu_gCU9QBTyJXwzO0","ASHIR ALHAJI YUSUF"
1734,"1","","moniepoint","27/02/2026 0:50","i love using monie point is very fast bank no network is holding so easy to do transaction i love who open this bank because is very gorgeous more than that","I love using monie point is very fast bank no network is holding so easy to do transaction I love who open this bank because is very gorgeous more than that","2026-03-08T22:44:09.186215Z",836,10.377,"27/02/2026 10:03","Hello, Thank you so much for your encouraging star ratings! Please continue enjoying our app. We're here to serve you better every day.","","0a474d53-40f5-45b4-bda4-5965633b2bf9",5,"Positive",0,"2026-03-08T22:44:09.186235Z","https://play-lh.googleusercontent.com/a/ACg8ocJzI8N305U5D5EkYprjoDb0O746HydsqAOOZsQfrAQ2o7Q5cA=mo","Okunola Fawas"
1735,"1","1.61.0","moniepoint","27/02/2026 0:17","sweet transaction","sweet transaction ðŸ˜","2026-03-08T22:44:22.696737Z",837,12.219,"27/02/2026 10:05","Hi Ismail, Thank you for your kind words! We're glad you're enjoying the app and our support. We look forward to serving you even better.","1.61.0","44e74bce-acff-4611-85ec-a05f460ae62d",5,"Positive",0,"2026-03-08T22:44:22.696758Z","https://play-lh.googleusercontent.com/a-/ALV-UjVMdctFS0ans8jbH1hjR-EwIRYeGwJOMhpGAXRA5uecX1o3FBQ","Babagana Ismail"
1736,"1","1.62.0","moniepoint","27/02/2026 0:10","was glad i really enjoy it because it was faster and very understanding beneficials to receive","was glad ðŸ˜Š I really enjoy it because it was faster and very understanding beneficials to receive","2026-03-08T22:44:28.960387Z",838,4.987,"27/02/2026 10:08","Hello Francis, if youâ€™re enjoying the app, we would truly appreciate a 5-star rating. Your support means a lot to us and encourages us to keep improving. Thank you!","1.62.0","5cb0dbb3-fc39-4569-a25e-dd540b523a51",1,"Positive",0,"2026-03-08T22:44:28.960403Z","https://play-lh.googleusercontent.com/a-/ALV-UjVG5Z6-jBHBzHSM8tVRAfiZyJiJBKrwh1o2wFvP_BDfXP9HYeAxSw","Aissi Francis"
1737,"1","1.44.0","moniepoint","27/02/2026 0:08","good app bad network","good app bad network","2026-03-08T22:44:53.190422Z",839,23.243,"27/02/2026 10:17","Hi Damilola, Thank you for your kind words. Weâ€™re delighted to hear youâ€™re enjoying the app and our support. We truly appreciate your trust and look forward to serving you even better.","1.44.0","8ac5ac13-919b-4751-bc47-05c97d451802",1,"Neutral",0,"2026-03-08T22:44:53.190440Z","https://play-lh.googleusercontent.com/a/ACg8ocLhOszdJg-9q58uNCMjLuL1xJbCSM4miX3LAxpM_BG2nQ1Jlw=mo","Bamgboye Damilola"
1738,"1","1.62.0","moniepoint","27/02/2026 0:04","pls add loan","pls add loan","2026-03-08T22:45:02.190821Z",840,7.795,"27/02/2026 10:19","Hi Toheeb, We're continually working to improve and expand our services, including loan access. We appreciate your feedback and remain committed to providing better financial solutions for you. Thank you for choosing Moniepoint!","1.62.0","3d0da5a2-e686-4121-9a5e-9505f999df9d",5,"Neutral",1,"2026-03-08T22:45:02.190844Z","https://play-lh.googleusercontent.com/a/ACg8ocKjOT3UZrHlDUyiyPnTMFbjPG-wStXqLlRUXZfZ_e1PGDxB5w=mo","Toheeb Yunus"
